,ID,birth_year,education,marital_status,income,number_of_children,days_since_last_purchase,customer_enrollment_date,customer_complaint_status,discounted_purchases,website_purchases,catalogue_purchases,store_purchases,web_visits_month,campaign1_accepted,campaign2_accepted,campaign3_accepted,campaign4_accepted,campaign5_accepted,total_purchases,total_campaigns_acc
41,4345,1964.0,Master,Single,52192,2,49,2014-12-01,False,1,1,0,2,7,0,0,0,0,0,8,0
42,7281,1959.0,PhD,Single,52192,0,80,2013-05-11,False,1,1,3,4,2,0,0,0,0,0,18,0
43,10475,1970.0,Master,Together,52192,1,39,2013-01-04,False,2,4,2,6,5,0,0,0,0,0,28,0
44,2902,1958.0,Graduation,Together,52192,2,87,2012-03-09,False,1,1,0,3,5,0,0,0,0,0,10,0
45,1295,1963.0,Graduation,Married,52192,1,96,2013-11-08,False,1,6,5,7,4,0,0,0,0,0,38,0
46,7244,1951.0,Graduation,Single,52192,3,96,2014-01-01,False,3,2,1,4,6,0,0,0,0,0,20,0
47,2863,1970.0,Graduation,Single,52192,3,67,2013-08-23,False,6,2,3,10,7,1,0,0,1,0,42,4
48,9235,1957.0,Graduation,Single,52192,2,45,2014-05-27,False,1,1,0,2,7,0,0,0,0,0,8,0
49,10339,1954.0,Master,Together,52192,1,83,2013-06-23,False,2,4,1,4,6,0,0,0,0,0,22,0
50,1612,1981.0,PhD,Single,52192,1,82,2013-05-31,False,2,3,0,3,6,0,0,0,0,0,16,0
51,5255,1986.0,Graduation,Single,52192,1,19,2013-02-20,False,0,27,0,0,1,0,0,0,0,0,54,0
52,10972,1949.0,Graduation,Widow,72298,0,52,2014-10-03,False,1,4,3,6,1,0,0,0,1,1,28,3
53,55,1963.0,Graduation,Together,56253,1,83,2012-07-12,False,4,7,2,9,6,0,0,0,0,0,44,0
54,1581,1980.0,Graduation,Married,37406,1,18,2013-10-10,False,1,1,0,2,8,0,0,0,0,0,8,0
55,6318,1988.0,Graduation,Married,68487,0,48,2013-01-13,False,1,9,7,13,4,0,0,0,0,0,60,0
56,3332,1985.0,Graduation,Single,29760,1,87,2012-08-29,False,4,3,1,4,8,0,0,0,0,0,24,0
57,716,1949.0,PhD,Together,67911,1,63,2014-05-22,False,3,6,7,11,3,0,0,0,0,0,54,0
58,7301,1982.0,Master,Single,23616,1,76,2012-11-17,False,2,3,0,3,8,0,0,0,0,0,16,0
59,4790,1958.0,Graduation,Divorced,79803,1,54,2014-02-06,False,1,4,3,5,1,0,0,0,0,0,26,0
60,10420,1955.0,Master,Divorced,46390,1,56,2014-05-05,False,1,4,2,3,7,0,0,0,0,0,20,0
61,10949,1963.0,PhD,Divorced,72968,0,8,2013-12-16,False,1,5,5,8,3,1,0,0,0,0,38,2
62,2613,1960.0,Master,Married,54197,1,16,2014-03-04,False,2,1,3,6,1,0,0,0,0,0,24,0
63,2747,1988.0,PhD,Married,67546,0,90,2012-08-31,False,1,4,10,5,3,0,0,0,0,0,40,0
64,1773,1978.0,Master,Married,12393,0,38,2012-04-12,False,1,2,0,3,9,0,0,0,0,0,12,0
65,10163,1984.0,PhD,Single,82733,0,28,2013-10-09,False,1,8,4,7,4,0,0,0,0,0,40,0
66,2021,1975.0,Graduation,Married,61456,1,47,2013-03-27,False,4,6,10,13,4,0,0,0,0,0,66,0
67,6424,1977.0,Graduation,Together,33178,1,9,2014-01-30,False,1,1,0,3,4,0,0,0,0,0,10,0
68,8427,1956.0,Master,Single,64857,0,78,2012-11-23,False,1,7,5,10,4,0,0,0,0,0,46,0
69,5068,1971.0,Graduation,Single,22804,1,75,2013-07-31,False,1,2,0,2,9,0,0,0,0,0,10,0
70,2634,1979.0,Master,Single,16653,1,10,2014-04-18,False,3,2,1,3,6,0,0,0,0,0,18,0
71,3231,1973.0,Graduation,Married,37971,1,97,2013-11-25,False,1,1,0,3,8,0,0,0,0,0,10,0
72,1362,1972.0,Graduation,Single,31907,0,75,2013-04-03,False,1,6,1,6,7,0,0,0,0,0,28,0
73,8213,1980.0,Master,Together,14515,1,71,2012-09-11,False,4,2,2,3,7,0,0,0,0,0,22,0
74,8700,1986.0,Basic,Single,14906,0,86,2012-12-22,False,3,2,1,3,7,0,0,0,0,0,18,0
75,5272,1965.0,Master,Married,53843,1,64,2013-06-27,False,4,8,5,3,7,0,0,0,0,0,40,0
76,7972,1955.0,Graduation,Single,72906,0,79,2013-09-17,False,1,3,4,9,1,0,0,0,0,0,34,0
77,10897,1974.0,Graduation,Married,67445,1,63,2012-12-08,False,5,9,6,12,6,0,0,0,0,0,64,0
78,9606,1965.0,PhD,Married,69969,0,64,2013-08-27,False,1,4,2,6,3,1,0,0,0,1,26,3
79,1100,1960.0,Master,Together,41275,3,33,2014-03-24,False,4,3,1,3,5,0,0,0,0,0,22,0
80,737,1949.0,PhD,Married,80360,0,56,2013-03-03,False,2,4,4,5,2,1,0,0,1,1,30,5
81,3645,1972.0,PhD,Single,27213,1,19,2012-08-30,False,3,2,0,4,8,0,0,0,0,0,18,0
82,9495,1982.0,Graduation,Together,71853,0,29,2013-08-05,False,1,2,8,6,1,0,0,0,0,0,34,0
83,5048,1971.0,PhD,Single,42767,2,53,2013-11-05,False,1,3,1,2,8,0,0,0,0,0,14,0
84,8663,1974.0,Graduation,Divorced,39996,2,85,2014-05-22,False,1,1,0,2,6,0,0,0,0,0,8,0
85,713,1977.0,Master,Married,50353,0,72,2014-08-06,False,1,4,4,6,3,0,0,0,0,0,30,0
86,3690,1986.0,Master,Married,80141,0,20,2013-11-01,False,1,7,4,10,6,0,0,0,0,1,44,1
87,9362,1965.0,Graduation,Single,69263,1,14,2014-05-03,False,1,9,1,7,6,0,0,0,1,0,36,2
88,7527,1968.0,Master,Divorced,23748,1,97,2012-11-21,False,3,2,1,3,8,0,0,0,0,0,18,0
89,8492,1978.0,Graduation,Together,75437,0,25,2013-09-11,False,1,8,4,10,6,1,0,0,0,0,46,2
90,7005,1981.0,Graduation,Single,58684,0,71,2014-06-16,False,1,5,3,12,2,0,0,0,1,0,42,2
91,5474,1970.0,Graduation,Single,43020,1,79,2013-11-30,False,3,4,1,4,6,0,0,0,0,0,24,0
93,4001,1946.0,PhD,Together,64014,3,56,2014-10-06,False,7,8,2,5,7,1,0,0,0,0,44,2
94,6218,1965.0,Graduation,Married,59594,1,74,2012-10-20,False,1,8,1,7,7,0,0,0,1,0,34,2
95,1386,1967.0,Graduation,Together,32474,2,0,2014-11-05,False,1,1,0,2,7,0,0,0,0,0,8,0
96,4002,1960.0,PhD,Married,77037,1,3,2013-10-13,False,1,7,7,12,3,0,0,0,0,0,54,0
97,2918,1981.0,Graduation,Divorced,28510,2,72,2013-04-13,False,3,2,0,4,5,0,0,0,0,0,18,0
98,9589,1948.0,PhD,Widow,82032,0,54,2014-05-04,False,0,4,6,7,1,0,0,0,0,0,34,0
99,8207,1957.0,Master,Married,53233,1,18,2014-03-18,False,1,1,0,3,4,0,0,0,0,0,10,0
100,7235,1975.0,Master,Married,17003,1,37,2013-09-12,False,3,2,0,4,5,0,0,0,0,0,18,0
101,4676,1951.0,Master,Widow,73705,2,86,2014-05-03,False,2,9,6,8,5,0,0,0,0,0,50,0
102,1403,1975.0,Master,Together,34984,2,40,2012-06-09,False,2,1,0,3,7,0,0,0,0,0,12,0
103,5830,1972.0,PhD,Single,86857,0,96,2012-12-09,False,1,5,6,10,2,0,0,0,0,0,44,0
104,8175,1992.0,Graduation,Married,34935,0,71,2013-06-21,False,1,2,1,4,7,0,0,0,0,0,16,0
105,8686,1979.0,Basic,Together,23724,1,65,2013-08-01,False,2,2,0,3,8,0,0,0,0,0,14,0
106,7947,1969.0,Graduation,Married,42231,2,99,2014-03-25,False,1,1,0,3,5,0,0,0,0,0,10,0
107,1650,1960.0,Master,Married,81843,0,13,2013-04-22,False,1,5,9,12,3,0,0,0,0,0,54,0
108,1092,1980.0,Graduation,Married,61014,1,17,2012-11-08,False,4,9,3,4,7,0,0,0,0,0,40,0
109,2546,1977.0,Master,Single,31878,1,7,2014-06-22,False,1,1,0,4,3,0,0,0,0,0,12,0
110,6634,1979.0,Master,Divorced,33462,1,78,2013-07-12,False,1,2,0,3,7,0,0,0,0,0,12,0
111,5837,1967.0,Graduation,Married,51479,2,67,2012-12-28,False,7,6,3,6,7,0,0,0,0,0,44,0
112,10659,1979.0,Master,Together,7500,1,7,2013-07-05,False,4,3,2,2,7,0,0,0,0,0,22,0
113,1626,1973.0,PhD,Divorced,35860,2,37,2014-05-19,False,2,1,1,2,5,0,0,1,0,0,12,2
114,2782,1961.0,PhD,Married,54456,1,23,2013-11-07,False,3,6,1,7,6,0,0,0,0,0,34,0
115,2429,1954.0,Graduation,Divorced,72071,1,4,2013-02-14,False,3,5,4,8,2,0,0,0,0,0,40,0
116,5386,1953.0,Graduation,Together,94384,0,62,2013-04-03,False,0,5,8,5,2,1,0,0,1,1,36,5
117,2875,1978.0,Graduation,Married,67023,0,93,2014-04-03,True,1,3,7,13,2,0,0,0,0,0,48,0
118,1016,1959.0,PhD,Single,34554,1,43,2014-03-30,False,2,2,0,3,6,0,0,0,0,0,14,0
119,5721,1956.0,PhD,Married,84117,0,60,2014-11-05,False,1,7,10,6,2,0,0,0,0,1,48,1
120,6287,1986.0,Graduation,Together,34728,1,2,2013-07-30,False,1,1,1,2,6,0,0,0,0,0,10,0
121,7801,1959.0,Graduation,Together,54753,1,87,2013-12-09,False,3,5,2,11,4,0,0,0,0,0,42,0
122,9384,1978.0,Graduation,Married,66373,2,57,2013-12-06,False,11,4,2,10,3,0,0,0,0,0,54,0
123,4937,1973.0,Master,Married,46094,2,62,2014-10-06,False,1,1,0,3,7,0,0,0,0,0,10,0
124,8151,1990.0,Basic,Married,24279,0,6,2012-12-29,False,1,4,1,3,8,0,0,0,0,0,18,0
125,5985,1965.0,Master,Single,33168,1,0,2012-10-13,False,3,2,1,4,7,0,0,0,0,0,20,0
126,2564,1953.0,Graduation,Together,61278,1,87,2014-04-01,False,2,3,1,4,6,0,0,0,0,0,20,0
127,9246,1985.0,Master,Together,40101,1,73,2012-10-14,False,4,6,1,6,7,0,0,0,0,0,34,0
128,6853,1982.0,Master,Single,75777,0,12,2013-04-07,False,1,3,6,11,1,0,0,0,1,1,42,3
129,7290,1985.0,Graduation,Single,70596,0,68,2012-05-10,False,1,3,5,12,2,0,0,0,0,0,42,0
130,4964,1958.0,PhD,Together,74250,0,90,2014-01-26,False,1,2,11,4,1,0,0,0,0,0,36,0
131,9559,1961.0,PhD,Married,57072,1,79,2014-01-24,False,2,7,5,13,5,0,0,1,0,0,54,2
132,2445,1974.0,PhD,Together,28440,1,87,2013-07-07,False,1,2,0,3,8,0,0,0,0,0,12,0
133,7321,1962.0,Graduation,Together,76081,0,85,2014-05-23,False,1,4,5,4,2,1,0,0,0,0,28,2
134,7495,1948.0,PhD,Married,56223,1,72,2013-12-20,False,2,2,1,5,4,0,0,0,0,0,20,0
135,2928,1975.0,PhD,Single,52614,1,63,2012-01-12,False,2,2,4,8,8,0,0,0,0,0,32,0
136,10430,1973.0,Graduation,Divorced,89694,2,22,2013-09-10,False,3,4,3,4,5,1,0,0,1,1,28,5
137,2176,1972.0,Graduation,Married,80134,1,40,2013-05-20,False,2,5,3,6,6,1,0,0,1,1,32,5
138,8908,1959.0,Graduation,Married,87195,0,35,2014-08-05,False,1,3,11,5,1,0,0,0,0,0,40,0
139,3520,1990.0,Master,Single,91172,0,94,2013-03-27,False,0,4,3,7,3,1,1,1,0,1,28,7
140,10144,1976.0,Graduation,Together,51369,1,84,2012-10-25,False,2,8,2,4,8,0,0,0,0,0,32,0
141,2661,1964.0,Graduation,Single,18701,2,95,2013-04-06,False,4,2,0,4,5,0,0,0,0,0,20,0
143,6516,1989.0,Basic,Married,17487,1,37,2013-03-18,False,1,1,0,2,7,0,0,0,0,0,8,0
144,3267,1963.0,Master,Together,57288,1,27,2014-06-25,False,3,8,1,8,6,0,0,0,1,0,40,2
145,4324,1989.0,Graduation,Married,42387,1,42,2012-10-29,False,5,8,1,7,8,0,0,0,0,0,42,0
146,460,1972.0,PhD,Married,79930,0,72,2012-08-08,False,1,3,5,8,2,0,0,0,0,0,34,0
147,7214,1957.0,Graduation,Married,62187,0,49,2013-05-07,False,1,4,8,5,3,0,0,0,0,0,36,0
148,4741,1974.0,Master,Married,65463,1,17,2014-01-30,False,2,6,2,9,5,0,0,0,1,0,38,2
149,10164,1958.0,Graduation,Single,94472,1,75,2014-03-04,False,1,5,5,5,5,0,0,0,1,1,32,3
150,5453,1956.0,Master,Married,90226,0,26,2012-09-26,False,1,4,7,12,2,1,0,0,0,0,48,2
151,3767,1968.0,Graduation,Married,61314,1,1,2013-04-25,False,2,5,5,12,3,0,0,0,0,0,48,0
152,2406,1949.0,Graduation,Together,54591,1,63,2013-05-08,False,3,6,2,8,5,0,0,0,0,0,38,0
153,2428,1970.0,Graduation,Married,28164,1,23,2013-04-05,False,3,2,0,4,7,0,0,0,0,0,18,0
154,1473,1960.0,Master,Single,47823,1,0,2013-07-23,False,2,2,0,3,8,0,0,0,0,0,14,0
155,10299,1969.0,PhD,Single,48240,0,73,2012-09-11,False,3,6,3,13,5,0,0,0,0,0,50,0
156,2544,1951.0,Master,Divorced,57530,1,68,2013-12-10,False,1,1,1,4,1,0,0,0,0,0,14,0
157,4507,1952.0,Graduation,Single,72228,0,87,2013-07-12,False,1,6,7,8,3,0,0,0,0,0,44,0
158,736,1983.0,Graduation,Together,28427,1,67,2013-03-21,False,2,2,0,3,8,0,0,0,0,0,14,0
159,1461,1965.0,PhD,Divorced,36921,2,74,2013-07-28,False,2,2,0,3,7,0,0,0,0,0,14,0
160,1966,1965.0,PhD,Married,84618,0,96,2013-11-22,False,1,6,9,10,2,0,0,0,0,1,52,1
161,9477,1954.0,PhD,Married,65324,1,0,2014-11-01,False,3,6,2,9,4,0,0,0,0,0,40,0
162,2853,1980.0,Graduation,Single,51766,1,74,2014-11-03,False,2,4,2,4,5,0,0,0,0,0,24,0
163,2611,1959.0,Master,Together,82576,0,66,2012-01-08,False,1,2,4,12,1,0,0,0,0,1,38,1
164,10767,1989.0,PhD,Together,77845,0,40,2014-05-16,False,1,3,5,12,1,1,0,0,0,1,42,3
165,2549,1983.0,PhD,Together,21840,1,80,2013-07-21,False,1,1,0,3,9,0,0,0,0,0,10,0
166,5346,1973.0,Master,Married,23559,1,87,2013-03-07,False,3,3,0,3,7,0,0,0,0,0,18,0
167,3900,1972.0,Graduation,Married,65685,1,54,2014-03-29,False,1,9,2,9,5,0,0,0,0,0,42,0
168,8143,1985.0,PhD,Single,37929,0,49,2013-07-30,False,2,4,2,5,7,1,0,0,1,0,26,4
169,10882,1976.0,Graduation,Married,53858,1,50,2012-09-11,False,4,4,3,6,4,0,0,0,0,0,34,0
170,8091,1956.0,Graduation,Married,63943,1,50,2012-02-09,False,1,6,4,6,5,0,0,0,0,0,34,0
171,5093,1974.0,PhD,Divorced,25509,1,15,2012-09-18,False,3,3,0,3,9,0,0,0,0,0,18,0
172,10032,1976.0,Graduation,Divorced,12571,1,86,2014-01-18,False,4,3,1,3,6,0,0,0,0,0,22,0
173,2964,1981.0,Graduation,Married,26872,0,0,2013-10-16,False,1,1,1,2,6,0,0,0,0,0,10,0
174,3421,1968.0,Master,Divorced,63841,1,64,2013-04-21,False,1,9,3,9,6,0,0,0,0,0,44,0
175,6201,1978.0,Graduation,Single,38643,2,45,2013-11-29,True,2,2,0,3,7,0,0,0,0,0,14,0
176,10478,1950.0,PhD,Married,55517,2,53,2012-09-27,False,5,11,1,6,9,0,0,0,0,0,46,0
177,3745,1988.0,Master,Married,23331,1,92,2012-04-09,False,2,3,0,3,8,0,0,0,0,0,16,0
178,8977,1985.0,Basic,Single,16581,0,51,2013-12-01,False,1,0,0,3,4,0,0,0,0,0,8,0
179,5011,1963.0,Graduation,Divorced,68118,1,51,2013-10-18,False,2,8,9,4,6,0,0,0,0,0,46,0
180,500,1977.0,Graduation,Together,96876,0,79,2013-06-08,False,1,7,7,9,2,1,0,0,1,1,48,5
181,10448,1956.0,Graduation,Single,46998,1,55,2012-10-22,False,5,5,3,5,7,0,0,1,0,0,36,2
182,6320,1976.0,Master,Single,70893,0,42,2013-06-02,False,1,6,6,10,3,0,0,0,0,0,46,0
183,6859,1987.0,Graduation,Single,29236,1,30,2013-08-10,False,2,4,0,3,9,0,0,0,0,0,18,0
184,8867,1988.0,PhD,Married,67546,0,90,2012-08-31,False,1,4,10,5,3,0,0,0,0,0,40,0
185,7366,1982.0,Master,Single,75777,0,12,2013-04-07,False,1,3,6,11,1,0,0,0,1,1,42,3
186,3158,1973.0,Graduation,Married,32300,1,1,2013-03-01,False,1,1,0,3,8,0,0,0,0,0,10,0
187,830,1987.0,PhD,Single,74004,0,5,2014-02-24,False,1,4,6,4,3,1,0,0,0,1,30,3
188,10281,1970.0,Graduation,Divorced,64713,1,11,2014-07-02,False,2,5,5,7,4,0,0,0,0,0,38,0
189,8504,1973.0,Graduation,Married,79593,0,70,2014-12-05,False,1,5,6,7,2,0,0,0,0,1,38,1
190,10394,1984.0,Graduation,Married,90000,0,91,2013-12-23,False,1,4,8,5,1,1,0,1,0,1,36,5
191,10855,1968.0,Master,Single,50014,1,9,2014-01-22,False,2,4,1,8,5,0,0,0,0,0,30,0
192,9323,1949.0,Master,Together,49912,1,5,2012-07-09,False,4,10,5,7,8,0,0,1,0,0,52,2
193,2891,1963.0,Graduation,Divorced,68118,1,51,2013-10-18,False,2,8,9,4,6,0,0,0,0,0,46,0
194,4743,1969.0,PhD,Married,56242,1,72,2013-03-03,False,5,8,4,11,6,0,0,0,0,0,56,0
195,8595,1973.0,Graduation,Widow,42429,1,99,2014-11-02,False,2,1,1,3,5,0,0,0,0,0,14,0
196,6983,1950.0,Master,Divorced,38054,2,24,2014-01-05,False,2,2,0,3,7,0,0,0,0,0,14,0
197,6055,1979.0,Graduation,Married,71626,0,94,2012-01-11,False,1,5,5,8,3,0,0,0,1,0,38,2
198,9,1975.0,Master,Single,46098,2,86,2012-08-18,False,4,3,2,2,8,0,0,0,0,0,22,0
199,4971,1962.0,PhD,Together,31497,1,22,2012-06-12,False,2,3,1,4,8,0,0,0,0,0,20,0
200,1627,1957.0,Master,Divorced,77297,0,84,2013-01-26,False,1,5,7,9,4,1,0,0,0,0,44,2
201,5562,1974.0,Graduation,Married,60093,1,92,2013-06-26,False,2,7,2,10,6,0,0,0,0,0,42,0
202,3074,1984.0,PhD,Married,70643,0,66,2012-10-15,False,1,5,8,4,6,0,0,0,0,0,36,0
203,5524,1957.0,Graduation,Single,58138,0,58,2012-04-09,False,3,8,10,4,7,0,0,0,0,0,50,0
204,7532,1980.0,Graduation,Married,43586,1,26,2012-08-30,False,3,3,0,4,8,0,0,0,0,0,20,0
205,2931,1978.0,Graduation,Divorced,71847,0,95,2012-09-21,False,0,6,7,9,3,1,0,0,0,0,44,2
206,5961,1978.0,Graduation,Married,42693,1,29,2014-07-06,False,1,1,0,3,5,0,0,0,0,0,10,0
207,3749,1973.0,Graduation,Together,73926,0,54,2013-02-03,False,1,6,5,12,3,0,0,0,0,0,48,0
208,3526,1968.0,PhD,Married,38443,2,58,2014-01-27,False,2,1,0,3,7,0,0,0,0,0,12,0
209,2098,1969.0,PhD,Married,33581,2,38,2013-08-01,False,1,1,0,2,8,0,0,0,0,0,8,0
210,1010,1977.0,Graduation,Together,46931,3,94,2014-04-24,False,2,1,1,3,3,0,0,0,0,0,14,0
211,4887,1976.0,PhD,Divorced,55412,2,65,2013-11-22,False,1,2,0,3,5,0,0,0,0,0,12,0
212,843,1971.0,Graduation,Married,64722,1,47,2014-05-26,False,4,8,2,11,6,0,0,0,0,0,50,0
213,1404,1968.0,Graduation,Together,34916,2,89,2013-05-15,False,4,5,1,3,9,0,0,0,0,0,26,0
214,851,1972.0,Master,Married,57136,2,48,2013-09-07,False,9,5,2,10,6,0,0,0,0,0,52,0
215,6119,1963.0,PhD,Single,36736,2,52,2013-10-05,False,1,1,0,2,6,0,0,0,0,0,8,0
216,2223,1965.0,Master,Divorced,64176,1,52,2012-03-08,False,8,8,9,8,6,0,0,0,0,0,66,0
217,2552,1955.0,PhD,Single,55521,3,11,2013-10-22,False,9,6,3,6,7,0,0,0,1,0,48,2
218,10350,1950.0,PhD,Married,54432,3,37,2013-09-05,False,1,1,0,3,4,0,0,0,0,0,10,0
219,762,1981.0,Master,Together,75774,1,27,2014-02-05,False,1,7,5,8,4,0,0,0,0,0,42,0
220,3112,1977.0,Master,Married,22701,1,2,2013-05-09,False,1,1,0,3,5,0,0,0,0,0,10,0
221,3194,1974.0,PhD,Single,71466,0,86,2014-05-04,False,1,4,4,10,1,0,0,0,0,0,38,0
222,10562,1946.0,Master,Married,66835,0,21,2013-09-28,False,1,6,4,13,2,0,0,0,0,0,48,0
223,5922,1974.0,PhD,Married,40344,1,48,2013-10-13,False,2,4,1,5,7,0,0,0,0,0,24,0
224,9624,1958.0,PhD,Together,65488,0,46,2014-06-13,False,1,3,4,6,1,0,0,0,0,0,28,0
225,5538,1975.0,Graduation,Divorced,83829,0,78,2013-08-10,False,0,4,7,6,1,1,0,1,0,1,34,5
226,4483,1993.0,Graduation,Single,72354,0,67,2013-04-17,False,1,2,10,6,1,0,0,0,0,0,38,0
227,9286,1960.0,Master,Together,83151,0,93,2012-10-10,False,1,5,9,4,3,0,0,0,0,0,38,0
228,5299,1970.0,PhD,Married,69084,1,43,2013-11-19,False,2,7,3,13,8,0,0,0,0,0,50,0
229,10084,1972.0,Graduation,Married,24434,2,9,2014-05-18,False,2,2,1,2,7,0,0,0,0,0,14,0
230,263,1945.0,PhD,Single,45576,0,9,2014-05-28,False,1,3,1,3,8,0,0,0,0,0,16,0
231,8537,1949.0,Graduation,Widow,72643,0,60,2013-02-27,False,1,3,10,7,2,1,0,0,0,0,42,2
232,486,1988.0,Graduation,Married,84219,0,27,2014-02-02,False,1,3,4,10,1,0,0,0,0,0,36,0
233,4864,1977.0,Graduation,Married,34380,1,68,2013-02-05,False,4,4,1,3,8,0,0,0,0,0,24,0
234,3887,1970.0,Graduation,Single,27242,1,2,2012-11-11,False,2,2,0,3,9,0,0,0,0,0,14,0
235,2995,1957.0,Master,Together,66636,0,64,2013-08-17,False,1,3,4,9,1,0,0,0,0,0,34,0
236,10914,1970.0,Graduation,Single,24163,2,3,2013-12-10,False,2,1,0,3,4,0,0,0,0,0,12,0
237,7426,1971.0,Master,Married,54690,2,76,2013-07-11,False,3,3,1,5,3,0,0,0,0,0,24,0
238,6431,1964.0,PhD,Married,45759,2,13,2013-07-12,False,2,2,0,3,7,0,0,0,0,0,14,0
239,9120,1962.0,Graduation,Single,66565,1,80,2012-05-12,False,4,4,2,9,8,0,0,0,0,0,38,0
